"Register Number",Date,Time,Location,"Vehicle Direction",Make,Colour,Photo,Violation,City,"Lane Name","Camera ID"
KL10AR4466,2023-01-23,05:31:20,KARINKALATHANI_JN,,Toyota,Black,http://117.221.64.243/getFile/P02C052-2023012301016.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL14L59,2023-01-23,05:31:23,PULAMANTHOLE_JN,,,NA,http://117.221.64.243/getFile/P04C101-2023012300968.jpg,,MALAPPURAM,"PALAKKAD TO PULAMANTHOLE JN",C10
TN59AU186,2023-01-23,05:31:22,INCHIVILA,,,Black,http://117.216.46.219/getFile/P01C020-2023012301076.jpg,,TRIVENDRAM,"Inchivila To KanyaKumari",C02
KLSG816,2023-01-23,05:31:23,NEELIYADU_JN,,,NA,http://117.221.64.243/getFile/P07C150-2023012300330.jpg,,MALAPPURAM,"NEELIYADU TO PATTAMBI",C15
KL28E6491,2023-01-23,05:31:23,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C031-2023012300648.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL51K71,2023-01-23,05:31:24,GOPALAPURAM_JN,,,Black,http://117.251.18.178/getFile/P01C013-2023012300368.jpg,,PALAKKAD,"GOPALAPURAM TO PALAKAD",C01
KL05AV1783,2023-01-23,05:30:55,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C062-2023012301044.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
AP9958,2023-01-23,05:31:24,PALORAMALA_JN,,,NA,http://117.247.180.163/getFile/P01C011-2023012301034.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE1",C01
KL1E1427,2023-01-23,05:31:23,LAIKKADU,,Honda,NA,http://59.94.178.105/getFile/P01C021-2023012301514.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL02AU8131,2023-01-23,05:31:26,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C091-2023012303066.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL3S7807,2023-01-23,05:31:24,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012300738.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
TN29BU7198,2023-01-23,05:31:25,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C052-2023012301580.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KLG8165,2023-01-23,05:31:27,NEELIYADU_JN,,,NA,http://117.221.64.243/getFile/P07C160-2023012300314.jpg,,MALAPPURAM,"NEELIYADU TO EDAPPAL",C16
KL14L5916,2023-01-23,05:31:27,PULAMANTHOLE_JN,,Suzuki,NA,http://117.221.64.243/getFile/P04C090-2023012301358.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL71HE1427,2023-01-23,05:31:23,LAIKKADU,,Ford,NA,http://59.94.178.105/getFile/P01C011-2023012301456.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
